,S2AQ21A,S1Q2A,S1Q2B,S1Q2C1,S1Q2C3,S1Q2C4,S1Q2E,S1Q6A
26914,7,1,1, , , , ,12
26915,1,1,1, , , , ,9
26916,3,1,1, , , , ,10
26917,5,1,1, , , ,1,8
26918,5,1,1, , , ,12,8
26919,5,1,1, , , , ,12
26920,2,1,1, , , , ,14
26921,6,1,1, , , , ,8
26922,5,1,1, , , , ,10
26923,5,1,1, , , ,16,14
26924,4,1,1, , , , ,14
26925,99,1,2, , , , ,7
26926,9,1,1, , , ,14,10
26927, ,1,1, , , , ,8
26928, ,1,1, , , , ,8
26929,1,1,1, , , , ,12
26930, ,1,1, , , , ,8
26931, ,1,1, , , , ,12
26932,2,1,1, , , , ,14
26933,2,1,1, , , , ,8
26934,3,1,1, , , ,12,7
26935,6,1,1, , , , ,10
26936, ,1,1, , , , ,4
26937,4,1,1, , , , ,11
26938,4,1,1, , , , ,10
26939,6,1,1, , , , ,7
26940,3,1,1, , , , ,12
26941, ,1,1, , , , ,8
26942,3,1,1, , , , ,8
26943,10,1,1, , , , ,11
26944, ,1,1, , , , ,14
26945,7,1,1, , , , ,8
26946,10,1,1, , , , ,6
26947, ,1,1, , , , ,14
26948,10,1,1, , , , ,8
26949,8,1,1, , , , ,12
26950,7,1,1, , , , ,8
26951,3,1,1, , , , ,10
26952,9,1,1, , , , ,8
26953,3,1,1, , , , ,11
26954,10,2, ,2,2,2, ,6
26955,4,1,1, , , ,7,7
26956,3,1,2, , , , ,4
26957,3,1,1, , , , ,11
26958,3,1,1, , , , ,8
26959,3,1,1, , , ,2,8
26960,7,1,1, , , , ,10
26961,2,1,1, , , , ,8
26962,10,1,1, , , , ,10
26963,9,1,1, , , , ,10
26964,8,1,1, , , , ,8
26965,3,1,1, , , , ,12
26966, ,1,2, , , , ,12
26967,8,1,2, , , , ,7
26968,10,1,1, , , , ,11
26969,5,1,1, , , , ,10
26970,7,1,1, , , ,16,9
26971,6,1,2, , , , ,7
26972,1,1,1, , , , ,8
26973,4,1,1, , , , ,8
26974,2,1,1, , , ,17,10
26975,7,1,1, , , , ,8
26976,10,1,2, , , , ,4
26977,5,1,1, , , ,2,7
26978,5,1,1, , , , ,13
26979,2,1,1, , , , ,12
26980,2,1,1, , , , ,7
26981,3,1,1, , , , ,9
26982,3,1,1, , , , ,10
26983,9,1,1, , , ,3,10
26984,5,1,2, , , , ,14
26985,5,1,1, , , , ,10
26986,4,1,2, , , , ,10
26987,9,1,1, , , , ,8
26988,1,1,1, , , , ,8
26989,1,1,1, , , , ,13
26990,6,1,1, , , , ,11
26991, ,1,1, , , , ,14
26992,10,1,1, , , , ,3
26993,4,1,1, , , , ,10
26994, ,1,1, , , , ,9
26995,7,1,1, , , , ,8
26996,1,1,1, , , ,1,8
26997,9,1,2, , , , ,4
26998,1,1,1, , , , ,13
26999,7,1,1, , , , ,14
27000,3,1,1, , , , ,14
27001,2,1,1, , , , ,10
27002,4,1,1, , , , ,8
27003,2,1,1, , , ,3,7
27004,5,1,1, , , , ,8
27005,6,1,1, , , , ,14
27006,2,1,1, , , , ,10
27007,6,1,1, , , , ,12
27008,4,1,1, , , , ,7
27009, ,1,1, , , , ,8
27010,5,1,1, , , ,6,11
27011,10,1,1, , , , ,11
27012,6,1,1, , , , ,12
27013,10,1,1, , , , ,13
27014, ,1,1, , , , ,7
27015, ,1,1, , , , ,8
27016,5,1,1, , , , ,10
27017,4,1,1, , , ,9,8
27018,9,1,1, , , , ,7
27019,2,1,1, , , , ,8
27020,9,1,1, , , , ,7
27021,5,1,1, , , , ,8
27022,3,1,1, , , , ,12
27023, ,1,1, , , , ,8
27024,6,1,1, , , , ,7
27025,5,1,1, , , ,9,10
27026,9,1,1, , , , ,9
27027, ,1,1, , , , ,8
27028, ,1,1, , , , ,11
27029,5,2, ,1,2,2, ,8
27030,1,1,1, , , , ,8
27031,6,1,1, , , , ,10
27032,3,1,1, , , , ,13
27033,6,1,1, , , , ,12
27034,7,1,1, , , ,13,10
27035,6,1,2, , , , ,14
27036,10,1,1, , , ,8,8
27037, ,1,1, , , , ,9
27038,6,1,1, , , , ,4
27039,10,1,1, , , , ,8
27040,10,1,1, , , , ,7
27041,10,1,1, , , ,9,8
27042,5,1,1, , , , ,10
27043, ,9, ,9,9,9, ,10
27044,6,1,1, , , , ,13
27045, ,1,1, , , , ,8
27046,6,1,2, , , , ,7
27047,9,1,1, , , , ,10
27048, ,2, ,2,2,2, ,12
27049, ,1,1, , , , ,12
27050,2,1,1, , , , ,12
27051,7,1,1, , , , ,12
27052,5,1,1, , , ,3,8
27053,10,1,1, , , , ,8
27054,6,1,1, , , , ,7
27055,5,1,1, , , , ,10
27056,10,1,2, , , , ,7
27057,10,1,1, , , , ,12
27058,3,2, ,1,2,2, ,14
27059, ,1,1, , , , ,7
27060,10,1,1, , , , ,8
27061,2,1,1, , , , ,12
27062,1,1,1, , , , ,12
27063,3,1,1, , , , ,7
27064,10,1,1, , , , ,6
27065,5,1,1, , , ,4,10
27066,10,1,1, , , , ,8
27067, ,1,1, , , , ,14
27068,8,1,1, , , , ,8
27069,4,1,1, , , ,99,9
27070,10,1,2, , , , ,10
27071,7,1,1, , , , ,10
27072,1,1,1, , , , ,10
27073,8,1,2, , , , ,10
27074,3,1,1, , , , ,11
27075,6,1,1, , , , ,12
27076,9,1,1, , , , ,8
27077,7,1,1, , , , ,10
27078,6,1,1, , , , ,13
27079,10,1,1, , , , ,10
27080,5,1,1, , , , ,12
27081,3,1,1, , , , ,12
27082,9,1,1, , , ,3,8
27083,4,1,1, , , ,9,10
27084,3,1,1, , , , ,12
27085,1,1,1, , , , ,8
27086,8,1,1, , , ,1,8
27087, ,1,1, , , , ,8
27088,4,1,1, , , ,17,8
27089,4,1,1, , , ,6,10
27090,8,1,1, , , , ,8
27091,10,1,1, , , , ,11
27092,8,1,1, , , , ,12
27093, ,1,2, , , , ,10
27094,6,1,2, , , , ,13
27095, ,1,2, , , , ,8
27096,10,1,1, , , , ,7
27097,2,1,1, , , , ,8
27098,1,1,1, , , ,9,11
27099,4,1,1, , , , ,14
27100,9,1,2, , , , ,7
27101,3,1,1, , , , ,10
27102,10,1,1, , , , ,8
27103,5,1,2, , , , ,12
27104,6,1,1, , , , ,8
27105,4,1,1, , , , ,8
27106,7,1,2, , , , ,7
27107,7,1,2, , , , ,8
27108,1,1,1, , , , ,7
27109, ,1,1, , , , ,8
27110,1,1,2, , , , ,9
27111, ,1,1, , , , ,4
27112, ,1,1, , , , ,11
27113,9,1,1, , , , ,7
27114,5,1,1, , , , ,7
27115,3,1,1, , , , ,13
27116,9,1,1, , , , ,12
27117,1,1,1, , , , ,10
27118,4,2, ,2,2,2, ,7
27119,10,1,1, , , , ,8
27120, ,1,1, , , , ,14
27121,7,1,1, , , , ,9
27122,4,1,1, , , , ,12
27123,10,1,1, , , , ,9
27124,99,1,1, , , , ,8
27125,3,1,2, , , , ,8
27126,2,1,1, , , , ,12
27127,1,1,1, , , , ,13
27128,1,1,1, , , ,1,7
27129,10,1,1, , , , ,10
27130,5,1,1, , , , ,8
27131, ,1,2, , , , ,12
27132,1,1,1, , , , ,7
27133,10,1,2, , , , ,5
27134, ,1,1, , , , ,12
27135,6,1,1, , , , ,10
27136,1,1,1, , , , ,11
27137,7,1,1, , , , ,10
27138,2,9, ,9,9,9, ,7
27139,7,1,1, , , , ,10
27140,3,1,1, , , , ,8
27141,10,1,1, , , , ,7
27142, ,2, ,2,2,2, ,7
27143,1,1,1, , , , ,12
27144,8,1,1, , , ,15,5
27145,10,1,1, , , , ,2
27146,9,1,1, , , , ,12
27147, ,1,1, , , , ,10
27148,3,1,1, , , ,3,13
27149,99,1,1, , , , ,8
27150,7,1,1, , , , ,11
27151, ,1,1, , , , ,12
27152,6,1,1, , , , ,8
27153,6,1,1, , , , ,10
27154,4,1,1, , , , ,10
27155,1,1,2, , , , ,9
27156,4,1,1, , , ,3,8
27157,10,1,1, , , , ,8
27158,7,1,1, , , ,10,12
27159,9,1,1, , , , ,12
27160,9,1,2, , , , ,8
27161,9,1,1, , , , ,7
27162, ,1,1, , , , ,1
27163, ,2, ,2,2,2, ,7
27164, ,1,1, , , ,16,8
27165, ,1,1, , , , ,7
27166, ,9, ,9,9,9, ,11
27167,3,1,1, , , ,4,8
27168, ,1,1, , , , ,10
27169,8,1,1, , , , ,13
27170, ,1,1, , , , ,9
27171, ,1,1, , , , ,14
27172, ,9, ,9,9,9, ,14
27173,7,1,1, , , , ,14
27174,3,1,1, , , , ,8
27175,9,1,2, , , , ,12
27176, ,1,1, , , ,14,10
27177,4,1,1, , , , ,8
27178,5,1,1, , , , ,10
27179,5,2, ,2,2,2, ,8
27180,8,1,1, , , , ,14
27181,1,1,2, , , , ,11
27182,2,2, ,1,2,2, ,13
27183,10,1,1, , , , ,8
27184,4,1,1, , , , ,10
27185,5,1,1, , , , ,10
27186,3,1,1, , , , ,10
27187,10,1,1, , , ,5,8
27188,4,1,1, , , , ,10
27189,5,1,1, , , ,6,12
27190, ,1,1, , , ,12,8
27191,4,1,1, , , , ,12
27192,2,1,1, , , ,10,8
27193,3,1,1, , , , ,11
27194,7,1,1, , , , ,10
27195,4,1,1, , , , ,2
27196,3,1,1, , , ,12,10
27197, ,1,1, , , , ,11
27198,6,1,1, , , , ,14
27199,3,1,1, , , ,10,7
27200,4,1,2, , , , ,7
27201,10,2, ,2,2,2, ,10
27202,2,1,1, , , , ,13
27203,10,1,1, , , , ,13
27204, ,1,1, , , , ,8
27205,5,1,1, , , , ,8
27206,5,1,1, , , ,10,10
27207,10,1,1, , , , ,8
27208, ,1,1, , , , ,12
27209,4,1,1, , , , ,11
27210, ,1,1, , , , ,12
27211,3,1,1, , , , ,8
27212, ,1,1, , , ,1,12
27213,4,2, ,1,2,2, ,12
27214,5,1,1, , , , ,12
27215,9,1,1, , , , ,8
27216,6,1,2, , , , ,7
27217,1,1,2, , , , ,9
27218,10,1,1, , , , ,14
27219, ,1,2, , , , ,14
27220,7,1,1, , , , ,8
27221,4,1,1, , , , ,7
27222, ,1,1, , , , ,13
27223,5,1,1, , , ,3,12
27224,9,1,1, , , , ,10
27225,3,1,1, , , , ,14
27226,5,1,1, , , , ,12
27227, ,1,1, , , ,10,10
27228,2,1,1, , , , ,9
27229,1,1,1, , , , ,9
27230,4,1,1, , , , ,8
27231,10,1,1, , , , ,10
27232,3,1,1, , , ,7,10
27233, ,1,2, , , , ,8
27234, ,1,2, , , , ,11
27235, ,1,1, , , , ,8
27236,2,1,1, , , , ,12
27237,10,1,1, , , , ,11
27238,6,1,1, , , , ,14
27239,10,1,2, , , , ,8
27240,4,1,1, , , , ,12
27241,4,1,2, , , , ,10
27242,4,1,1, , , , ,10
27243,5,1,1, , , , ,12
27244,4,1,1, , , , ,14
27245,1,1,1, , , , ,8
27246,5,1,1, , , , ,8
27247,5,1,2, , , , ,8
27248, ,1,2, , , , ,10
27249,10,1,1, , , ,3,8
27250,10,1,2, , , , ,7
27251,3,1,1, , , ,11,8
27252,4,1,1, , , , ,10
27253,3,1,1, , , , ,12
27254,10,1,1, , , , ,12
27255,7,1,1, , , , ,10
27256,9,1,1, , , , ,11
27257,4,1,1, , , ,12,11
27258,4,1,1, , , , ,14
27259,10,1,1, , , , ,8
27260,5,1,1, , , , ,10
27261,3,1,1, , , , ,14
27262,1,1,1, , , , ,10
27263,6,1,1, , , , ,11
27264,10,1,1, , , , ,5
27265,3,1,2, , , , ,8
27266, ,1,1, , , ,0,10
27267,5,1,1, , , , ,13
27268,4,1,1, , , , ,10
27269,8,1,1, , , , ,8
27270,9,1,1, , , , ,14
27271,3,1,1, , , , ,11
27272, ,1,1, , , , ,8
27273,3,1,1, , , , ,12
27274,4,1,1, , , , ,12
27275,10,1,1, , , , ,4
27276,6,1,2, , , , ,10
27277,9,1,1, , , , ,10
27278,10,1,1, , , , ,11
27279,7,1,1, , , , ,8
27280,1,1,1, , , , ,9
27281,10,1,1, , , , ,10
27282,5,1,1, , , ,16,9
27283,5,1,1, , , , ,12
27284,5,1,1, , , , ,14
27285,9,1,1, , , , ,8
27286,7,1,1, , , , ,11
27287,3,1,1, , , , ,12
27288,6,1,1, , , ,14,12
27289,4,1,1, , , , ,12
27290, ,1,1, , , , ,10
27291,8,1,1, , , ,10,11
27292,9,1,1, , , , ,8
27293,9,1,1, , , , ,12
27294,9,1,1, , , ,3,8
27295,10,1,1, , , , ,10
27296,6,1,1, , , , ,12
27297,5,1,1, , , , ,10
27298,3,1,1, , , , ,8
27299,1,1,1, , , , ,14
27300,10,1,1, , , , ,12
27301, ,1,1, , , ,16,12
27302,7,1,1, , , , ,9
27303,4,1,1, , , , ,11
27304,3,1,1, , , , ,8
27305,4,1,2, , , , ,8
27306,3,1,1, , , , ,14
27307,1,1,1, , , ,9,10
27308,10,1,2, , , , ,14
27309,9,1,1, , , ,14,10
27310,1,1,1, , , ,17,9
27311,5,1,1, , , , ,8
27312,6,1,1, , , , ,6
27313,1,1,1, , , , ,8
27314,6,1,1, , , , ,12
27315,3,1,1, , , ,4,7
27316,1,1,1, , , , ,10
27317,10,1,1, , , , ,8
27318,4,1,1, , , ,2,8
27319,99,1,2, , , , ,3
27320, ,1,1, , , , ,6
27321, ,1,1, , , , ,8
27322,7,1,1, , , , ,13
27323,10,1,1, , , ,7,8
27324, ,1,1, , , , ,8
27325,7,1,1, , , , ,11
27326,3,1,2, , , , ,12
27327,3,1,1, , , , ,12
27328,5,1,1, , , , ,14
27329,1,1,1, , , , ,7
27330,4,1,1, , , ,2,10
27331,5,1,1, , , , ,10
27332, ,1,1, , , , ,7
27333,9,1,1, , , , ,8
27334,10,1,1, , , , ,11
27335,7,1,1, , , , ,12
27336,4,2, ,2,2,2, ,10
27337, ,1,1, , , , ,8
27338,6,1,1, , , , ,14
27339,4,1,1, , , , ,12
27340,10,1,1, , , , ,10
27341,6,1,1, , , , ,8
27342,7,1,1, , , , ,8
27343,5,1,1, , , , ,14
27344,4,1,1, , , , ,14
27345,5,1,1, , , , ,10
27346,6,1,1, , , , ,8
27347, ,1,1, , , , ,12
27348,9,1,1, , , , ,6
27349,6,1,1, , , , ,8
27350,6,1,1, , , ,15,10
27351,10,1,2, , , , ,10
27352,1,1,1, , , , ,10
27353,3,1,1, , , , ,14
27354,6,1,1, , , , ,10
27355,3,1,1, , , , ,13
27356, ,1,1, , , , ,11
27357,4,1,1, , , , ,14
27358, ,1,1, , , ,5,8
27359,10,1,1, , , , ,10
27360,8,1,1, , , , ,9
27361,6,1,1, , , , ,12
27362,2,1,2, , , , ,8
27363,2,2, ,1,2,2, ,14
27364,6,1,1, , , , ,12
27365,5,1,1, , , , ,8
27366,1,1,1, , , , ,11
27367,10,1,1, , , , ,8
27368, ,2, ,1,2,2, ,7
27369,7,1,1, , , , ,12
27370,6,1,1, , , , ,8
27371,1,1,1, , , ,15,8
27372, ,1,1, , , , ,13
27373,3,1,1, , , ,6,8
27374, ,1,1, , , , ,7
27375,10,1,1, , , , ,6
27376,8,1,1, , , , ,10
27377,10,1,1, , , , ,7
27378,5,1,1, , , ,8,13
27379,9,1,1, , , , ,6
27380,10,1,1, , , , ,10
27381,5,1,1, , , ,17,10
27382,3,1,1, , , , ,14
27383,1,1,1, , , , ,10
27384,7,1,1, , , , ,8
27385,9,1,1, , , , ,11
27386,5,1,1, , , , ,6
27387,5,1,1, , , , ,14
27388, ,1,1, , , , ,8
27389,9,1,1, , , , ,8
27390,10,1,1, , , , ,8
27391, ,1,1, , , , ,13
27392,10,1,1, , , , ,8
27393,2,1,1, , , ,8,8
27394,3,1,1, , , , ,12
27395, ,1,1, , , , ,8
27396,6,1,2, , , , ,7
27397,4,1,1, , , , ,2
27398,9,1,1, , , ,9,7
27399,3,1,1, , , , ,7
27400,8,1,1, , , , ,6
27401, ,1,1, , , , ,11
27402,3,1,1, , , , ,14
27403,9,1,1, , , , ,14
27404,9,1,1, , , , ,10
27405,3,1,1, , , , ,11
27406,99,1,1, , , , ,6
27407,5,1,1, , , , ,10
27408,10,1,1, , , , ,7
27409, ,1,1, , , , ,14
27410,1,1,1, , , ,5,12
27411,9,1,2, , , , ,10
27412,6,1,1, , , , ,12
27413,3,1,1, , , , ,14
27414,7,1,1, , , , ,11
27415,1,1,1, , , , ,9
27416,9,1,1, , , , ,14
27417, ,1,1, , , , ,12
27418,3,1,1, , , , ,8
27419, ,1,1, , , , ,8
27420,7,1,2, , , , ,8
27421,4,1,1, , , , ,14
27422,7,1,2, , , , ,12
27423,99,1,2, , , , ,12
27424,7,1,1, , , ,17,10
27425,7,1,1, , , , ,12
27426,2,1,1, , , , ,14
27427,9,1,1, , , , ,13
27428,5,1,1, , , , ,12
27429,8,1,1, , , , ,14
27430,5,1,1, , , ,10,8
27431, ,1,1, , , , ,10
27432,7,1,1, , , , ,11
27433, ,1,1, , , ,3,8
27434,3,1,1, , , , ,8
27435, ,1,2, , , , ,7
27436,6,1,2, , , , ,8
27437,5,1,1, , , , ,10
27438,1,1,1, , , , ,10
27439,10,1,2, , , , ,7
27440,5,1,2, , , , ,12
27441,3,1,1, , , , ,10
27442, ,1,1, , , , ,9
27443,1,1,1, , , , ,10
27444,5,1,1, , , , ,12
27445,5,1,1, , , ,13,8
27446, ,1,2, , , , ,14
27447,6,1,1, , , ,1,8
27448, ,1,1, , , , ,8
27449,1,1,1, , , , ,10
27450,7,2, ,2,2,2, ,8
27451,5,1,1, , , , ,10
27452,9,1,1, , , , ,7
27453,1,1,1, , , , ,12
27454,4,2, ,1,2,2, ,14
27455,9,1,1, , , ,5,11
27456,5,1,1, , , , ,12
27457,1,1,1, , , , ,4
27458,4,1,1, , , ,8,11
27459, ,1,1, , , , ,2
27460,9,1,1, , , , ,8
27461,9,1,1, , , , ,9
27462,9,1,1, , , , ,12
27463,1,1,1, , , ,6,10
27464,2,1,1, , , , ,12
27465,4,1,1, , , , ,12
27466, ,1,2, , , , ,8
27467, ,1,1, , , , ,14
27468,10,1,1, , , , ,11
27469,1,1,1, , , , ,8
27470,5,1,2, , , , ,10
27471,3,1,1, , , , ,12
27472, ,1,1, , , , ,11
27473,2,1,1, , , , ,10
27474,4,1,1, , , , ,8
27475,9,1,1, , , , ,8
27476,9,1,1, , , , ,12
27477,8,1,1, , , , ,10
27478,4,1,1, , , , ,13
27479, ,1,1, , , , ,3
27480,10,1,1, , , , ,14
27481,3,1,2, , , , ,14
27482,3,1,1, , , , ,9
27483,7,1,1, , , , ,6
27484,2,1,1, , , , ,10
27485,6,1,1, , , , ,6
27486,10,1,1, , , , ,8
27487,10,1,1, , , , ,9
27488, ,1,1, , , , ,12
27489,7,1,1, , , , ,8
27490, ,2, ,2,2,2, ,8
27491,6,1,1, , , , ,12
27492,10,2, ,2,2,2, ,8
27493,4,1,1, , , , ,12
27494,1,1,1, , , , ,12
27495,9,1,1, , , , ,9
27496,5,1,1, , , , ,14
27497,1,1,1, , , , ,10
27498,7,1,1, , , , ,4
27499,4,1,1, , , , ,8
27500,1,2, ,2,2,2, ,8
27501, ,1,1, , , , ,7
27502, ,1,1, , , , ,8
27503, ,1,1, , , , ,14
27504,3,2, ,2,2,2, ,14
27505, ,1,1, , , , ,12
27506,1,1,1, , , , ,14
27507,9,1,2, , , , ,6
27508,3,1,2, , , , ,10
27509,7,1,1, , , , ,7
27510, ,1,1, , , , ,11
27511,4,1,1, , , ,10,8
27512,4,1,1, , , , ,10
27513,3,1,2, , , , ,10
27514,4,1,1, , , , ,14
27515,5,1,1, , , ,11,10
27516,1,1,1, , , , ,8
27517, ,1,1, , , , ,8
27518,99,1,1, , , , ,4
27519,2,1,1, , , ,4,8
27520,2,1,1, , , , ,12
27521, ,1,1, , , , ,7
27522,6,1,1, , , , ,11
27523,7,1,1, , , , ,13
27524,9,1,1, , , , ,8
27525,2,1,1, , , ,8,14
27526,10,1,1, , , , ,1
27527,10,1,1, , , , ,10
27528, ,1,1, , , , ,11
27529,7,1,1, , , , ,14
27530,3,1,1, , , ,4,8
27531,7,1,1, , , ,2,11
27532,10,1,1, , , ,12,9
27533,1,1,1, , , , ,12
27534,4,1,1, , , , ,12
27535, ,1,1, , , , ,8
27536, ,1,1, , , , ,7
27537,10,1,2, , , , ,8
27538,4,1,1, , , , ,1
27539, ,1,1, , , ,6,11
27540, ,1,1, , , , ,8
27541, ,1,1, , , , ,7
27542, ,1,1, , , , ,14
27543,10,1,1, , , , ,11
27544,6,1,1, , , , ,6
27545,3,1,1, , , , ,8
27546, ,1,1, , , , ,8
27547,10,1,2, , , , ,8
27548,99,1,1, , , , ,10
27549,2,1,1, , , , ,8
27550,1,1,1, , , , ,11
27551,6,1,1, , , , ,12
27552,1,2, ,2,2,2, ,5
27553,9,1,1, , , , ,8
27554,4,1,1, , , ,3,11
27555, ,1,2, , , , ,8
27556,3,1,1, , , , ,12
27557,6,1,2, , , , ,10
27558,8,1,2, , , , ,12
27559,10,1,2, , , , ,6
27560, ,1,1, , , ,15,9
27561,2,1,1, , , ,13,8
27562,3,1,1, , , , ,13
27563, ,1,1, , , , ,12
27564,5,1,1, , , , ,12
27565,5,1,1, , , , ,10
27566,4,1,1, , , , ,14
27567,4,1,2, , , , ,11
27568,7,1,1, , , ,17,8
27569,6,1,2, , , , ,12
27570, ,1,1, , , ,4,13
27571,5,1,1, , , , ,13
27572, ,1,1, , , , ,13
27573,1,1,1, , , ,10,14
27574,6,1,1, , , , ,11
27575, ,1,1, , , , ,8
27576,1,1,1, , , ,8,8
27577,7,1,1, , , , ,11
27578,6,1,1, , , , ,12
27579, ,1,1, , , , ,8
27580, ,1,2, , , , ,5
27581,7,1,2, , , , ,7
27582,10,1,1, , , , ,10
27583,9,1,1, , , , ,14
27584,8,1,1, , , , ,12
27585, ,1,1, , , , ,8
27586,4,1,1, , , , ,10
27587,9,1,1, , , , ,11
27588, ,2, ,2,2,2, ,12
27589,99,1,1, , , , ,8
27590,3,1,1, , , , ,11
27591,4,1,1, , , , ,10
27592, ,1,1, , , , ,4
27593, ,1,1, , , , ,8
27594,4,1,1, , , , ,11
27595,10,1,1, , , , ,10
27596,9,1,1, , , , ,13
27597,8,1,1, , , , ,14
27598,10,1,1, , , , ,12
27599,1,1,1, , , ,10,10
27600, ,1,1, , , ,12,7
27601,3,1,1, , , , ,8
27602,10,1,1, , , , ,7
27603,7,1,1, , , , ,13
27604,10,1,1, , , , ,10
27605, ,1,1, , , , ,8
27606,10,1,1, , , , ,13
27607, ,1,1, , , , ,8
27608,7,1,1, , , , ,14
27609,1,1,1, , , , ,11
27610,8,1,1, , , , ,6
27611,4,1,1, , , , ,13
27612,1,1,1, , , , ,8
27613,5,1,1, , , , ,14
27614,99,1,1, , , , ,12
27615,8,1,1, , , , ,12
27616,5,1,1, , , , ,10
27617, ,2, ,2,2,2, ,8
27618,10,1,1, , , , ,8
27619,5,1,1, , , , ,7
27620, ,1,1, , , , ,12
27621,3,1,2, , , , ,7
27622,9,1,1, , , , ,14
27623,4,1,1, , , , ,8
27624,3,1,1, , , , ,12
27625,4,1,1, , , , ,13
27626,1,1,2, , , , ,10
27627,9,1,1, , , , ,11
27628,4,1,1, , , , ,12
27629,4,1,1, , , , ,8
27630, ,1,1, , , , ,8
27631,9,1,1, , , , ,9
27632,1,1,1, , , , ,8
27633,4,1,2, , , , ,3
27634,9,1,1, , , , ,8
27635,1,1,1, , , , ,8
27636,3,1,1, , , , ,14
27637, ,1,1, , , , ,8
27638,5,1,1, , , , ,14
27639,4,1,1, , , , ,8
27640,5,1,1, , , , ,8
27641,6,1,1, , , ,5,11
27642,5,1,1, , , , ,10
27643, ,1,1, , , , ,3
27644,2,1,1, , , , ,10
27645,5,1,1, , , , ,12
27646,3,1,1, , , , ,10
27647,10,1,1, , , , ,9
27648, ,1,1, , , , ,12
27649,10,1,1, , , , ,9
27650,5,1,1, , , , ,8
27651,10,1,1, , , , ,8
27652,7,1,2, , , , ,8
27653,9,1,1, , , , ,10
27654, ,1,1, , , ,8,8
27655,4,1,1, , , ,10,10
27656, ,1,1, , , , ,12
27657,4,1,1, , , , ,11
27658,8,1,1, , , , ,8
27659,4,1,1, , , , ,8
27660,8,1,1, , , , ,12
27661, ,1,1, , , , ,5
27662,1,1,1, , , , ,10
27663,2,1,1, , , , ,13
27664,2,1,1, , , ,5,10
27665,9,1,1, , , ,13,14
27666,3,1,1, , , , ,11
27667,9,1,1, , , , ,14
27668,9,1,1, , , , ,10
27669,5,1,2, , , , ,8
27670, ,1,1, , , , ,14
27671,4,1,1, , , , ,13
27672, ,1,1, , , , ,14
27673,5,1,1, , , , ,8
27674,4,1,1, , , , ,11
27675,2,1,1, , , ,10,7
27676,3,1,1, , , , ,11
27677,3,1,1, , , , ,14
27678, ,1,1, , , , ,4
27679,5,1,1, , , ,12,8
27680, ,1,1, , , , ,12
27681,2,1,1, , , ,13,8
27682,9,1,1, , , , ,5
27683, ,1,1, , , , ,12
27684,10,1,2, , , , ,8
27685,2,1,2, , , , ,8
27686,1,1,1, , , ,16,11
27687,1,1,1, , , , ,12
27688,5,2, ,2,2,2, ,8
27689,10,1,1, , , ,10,13
27690,6,1,1, , , , ,14
27691,1,1,1, , , , ,7
27692,5,1,2, , , , ,12
27693,3,1,1, , , , ,8
27694,3,1,1, , , ,2,12
27695,6,1,1, , , , ,11
27696, ,1,1, , , , ,12
27697,8,1,2, , , , ,7
27698,4,1,1, , , , ,11
27699, ,1,1, , , , ,8
27700,5,1,1, , , , ,12
27701,10,1,1, , , , ,8
27702,3,1,1, , , , ,10
27703,4,1,1, , , ,12,12
27704,4,1,1, , , , ,10
27705,99,1,1, , , , ,14
27706,99,9, ,9,9,9, ,8
27707,6,1,1, , , , ,12
27708,9,1,2, , , , ,8
27709, ,1,1, , , , ,8
27710,1,1,1, , , , ,8
27711,10,1,1, , , ,3,7
27712, ,1,1, , , , ,8
27713,10,1,2, , , , ,12
27714,8,1,1, , , , ,10
27715,5,1,2, , , , ,10
27716,9,1,1, , , , ,10
27717,5,1,2, , , , ,9
27718,10,1,2, , , , ,8
27719,5,1,1, , , ,0,10
27720, ,1,1, , , , ,11
27721, ,1,1, , , , ,8
27722,9,1,1, , , , ,14
27723, ,1,1, , , ,99,8
27724, ,1,1, , , , ,7
27725,5,1,1, , , , ,10
27726,2,1,1, , , , ,12
27727, ,1,1, , , , ,8
27728,5,1,1, , , , ,10
27729, ,1,1, , , , ,10
27730,3,1,1, , , , ,14
27731,5,1,1, , , , ,11
27732,5,1,1, , , ,16,11
27733,7,1,1, , , ,7,10
27734,3,1,1, , , , ,12
27735,10,1,1, , , , ,8
27736, ,1,1, , , , ,8
27737,4,1,1, , , , ,14
27738,2,1,1, , , ,10,9
27739,1,1,1, , , , ,10
27740,9,1,1, , , , ,8
27741,99,1,1, , , , ,10
27742,5,1,2, , , , ,8
27743, ,1,2, , , , ,10
27744,10,1,2, , , , ,7
27745,5,1,1, , , ,1,13
27746,99,1,1, , , , ,12
27747,1,1,2, , , , ,10
27748,6,1,1, , , , ,12
27749,1,1,1, , , , ,8
27750,1,1,1, , , ,11,8
27751,9,1,1, , , ,2,10
27752,1,1,1, , , , ,10
27753,4,1,1, , , , ,12
27754,9,1,1, , , , ,10
27755,6,1,1, , , ,7,8
27756,1,1,1, , , ,13,14
27757,7,1,1, , , , ,10
27758,7,1,1, , , , ,12
27759,2,1,1, , , ,5,8
27760,1,1,1, , , , ,7
27761,10,1,1, , , , ,12
27762,5,1,2, , , , ,6
27763,3,1,1, , , , ,10
27764,3,1,1, , , , ,14
27765,5,1,1, , , ,10,8
27766,5,1,1, , , , ,11
27767,7,1,1, , , , ,8
27768,1,1,1, , , , ,8
27769,8,1,1, , , , ,4
27770,7,1,1, , , , ,14
27771,3,1,1, , , , ,10
